oceSPflx,g/m^2/s,net surface Salt flux rejected into the ocean during freezing, (+=down),,
oceSPtnd,g/m^2/s,salt tendency due to salt plume flux >0 increases salinity,
oceTAUX,Pa,zonal surface wind stress, >0 increases uVel,surface_downward_x_stress
oceTAUY,Pa,meridional surface wind stress, >0 increases vVel,surface_downward_y_stress
sIceLoad,kg/m^2,sea-ice loading (in Mass of ice+snow / area unit),sea_ice_and_surface_snow_amount
Depth,m,ocean depth,sea_floor_depth
YC,degrees_north,latitude at center of tracer cell,
YG,degrees_north,latitude at tracer face,
XC,degrees_east,longitude at center of tracer cell,
XG,degrees_east,longitude at tracer face,
rA,m^2,tracer cell area,
rAs,m^2,cell area at s location,
rAw,m^2,cell area at w location,
rAz,m^2,cell area at z location,
CS,1,cosine of grid orientation angle,
SN,1,sine of grid orientation angle,
